Dataset,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0
ALLAML,0.78657143,0.83038095,0.84523810,0.84257143,0.88304762,0.88142857,0.89247619,0.89504762,0.90914286,0.92038095,0.93304762,0.92161905,0.94952381,0.95104762,0.94961905,0.93704762,0.95257143,0.96885714,0.96371429,0.96114286
CLL_SUB_111,0.54411067,0.60980237,0.66407115,0.66411067,0.67865613,0.68237154,0.68648221,0.68664032,0.70557312,0.71363636,0.72288538,0.71553360,0.69845850,0.69913043,0.71296443,0.72367589,0.71355731,0.73588933,0.75225296,0.72802372
COIL20,0.99187500,0.99701389,0.99770833,0.99881944,0.99875000,0.99875000,0.99875000,0.99888889,0.99854167,0.99888889,0.99895833,0.99902778,0.99881944,0.99881944,0.99888889,0.99861111,0.99895833,0.99861111,0.99895833,0.99881944
Carcinom,0.83005042,0.84157983,0.85519328,0.85420168,0.86794958,0.86040336,0.86744538,0.87139496,0.87363025,0.87366387,0.87253782,0.86796639,0.87252101,0.88171429,0.86966387,0.87642017,0.87605042,0.87823529,0.87073950,0.87598319
GLIOMA,0.71400000,0.75000000,0.75800000,0.75800000,0.75000000,0.76600000,0.77000000,0.78800000,0.75400000,0.77200000,0.77000000,0.76200000,0.77000000,0.76800000,0.76000000,0.75800000,0.77800000,0.76400000,0.78200000,0.75200000
GLI_85,0.85647059,0.86470588,0.86470588,0.86588235,0.85176471,0.86352941,0.86235294,0.86000000,0.86705882,0.86588235,0.86941176,0.86235294,0.86588235,0.86470588,0.86000000,0.86352941,0.86470588,0.87058824,0.86470588,0.86705882
Isolet,0.60000000,0.78179487,0.83544872,0.85455128,0.85224359,0.87333333,0.87557692,0.87576923,0.88019231,0.88153846,0.88115385,0.88480769,0.89371795,0.89730769,0.91544872,0.91935897,0.92711538,0.92929487,0.93557692,0.93929487
ORL,0.90675000,0.93625000,0.93700000,0.94525000,0.94575000,0.94275000,0.94725000,0.95000000,0.95275000,0.95050000,0.95050000,0.95425000,0.95200000,0.95225000,0.95300000,0.95250000,0.95275000,0.95200000,0.95175000,0.94725000
Prostate_GE,0.85642857,0.86123810,0.87200000,0.89447619,0.90533333,0.90233333,0.89633333,0.90604762,0.90923810,0.90619048,0.90723810,0.90433333,0.90814286,0.89852381,0.91600000,0.91114286,0.91209524,0.90423810,0.91009524,0.91019048
SMK_CAN_187,0.67544808,0.66951636,0.67850640,0.67278805,0.68187767,0.66884780,0.67544808,0.67106686,0.67638691,0.66941679,0.67004267,0.66839260,0.67001422,0.67806543,0.68190612,0.68459459,0.67226174,0.67805121,0.67648649,0.68073969
TOX_171,0.77606723,0.77075630,0.77722689,0.78075630,0.77781513,0.79073950,0.78426891,0.78252101,0.80289076,0.79117647,0.79000000,0.78368067,0.79470588,0.77415126,0.80700840,0.77379832,0.78724370,0.80662185,0.79297479,0.79833613
