Dataset,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.055,0.06,0.065,0.07,0.075,0.08,0.085,0.09,0.095,0.1
ALLAML,0.70416667,0.70833333,0.70277778,0.70138889,0.70833333,0.70416667,0.69861111,0.70000000,0.70416667,0.70833333,0.70833333,0.69861111,0.69861111,0.70694444,0.70833333,0.70555556,0.70416667,0.70555556,0.70000000,0.70000000
CLL_SUB_111,0.53153153,0.53153153,0.53153153,0.52342342,0.53153153,0.53153153,0.53153153,0.52342342,0.52252252,0.52342342,0.52342342,0.52252252,0.52342342,0.52342342,0.53153153,0.53153153,0.52342342,0.52342342,0.52342342,0.52342342
COIL20,0.41381944,0.44722222,0.50430556,0.48451389,0.49062500,0.50965278,0.50750000,0.50763889,0.50715278,0.51041667,0.51743056,0.50979167,0.52763889,0.52583333,0.52368056,0.52423611,0.52701389,0.51493056,0.53340278,0.53687500
Carcinom,0.67873563,0.72528736,0.73160920,0.72241379,0.71264368,0.69827586,0.69425287,0.69597701,0.72988506,0.71609195,0.71609195,0.68505747,0.69540230,0.69195402,0.68333333,0.67816092,0.67413793,0.69597701,0.70402299,0.69080460
GLIOMA,0.47600000,0.46200000,0.47000000,0.49200000,0.42400000,0.44400000,0.45800000,0.46200000,0.45600000,0.45000000,0.47200000,0.45200000,0.49800000,0.49400000,0.48200000,0.49200000,0.48400000,0.48800000,0.47000000,0.48000000
GLI_85,0.64705882,0.63882353,0.65529412,0.64823529,0.63176471,0.63764706,0.63529412,0.63882353,0.63882353,0.63882353,0.64117647,0.63176471,0.63411765,0.65411765,0.64705882,0.63882353,0.64000000,0.64352941,0.64470588,0.64117647
Isolet,0.25846154,0.32192308,0.42807692,0.40993590,0.43717949,0.44711538,0.48435897,0.49634615,0.50326923,0.47147436,0.48525641,0.50307692,0.53256410,0.55589744,0.54634615,0.53615385,0.57608974,0.56179487,0.54564103,0.58410256
ORL,0.40850000,0.39650000,0.43575000,0.43625000,0.45900000,0.46700000,0.49325000,0.51875000,0.49425000,0.48750000,0.49675000,0.51400000,0.52800000,0.52900000,0.53200000,0.52550000,0.54675000,0.52275000,0.53625000,0.53350000
Prostate_GE,0.58823529,0.57843137,0.57843137,0.57843137,0.57843137,0.57843137,0.57843137,0.57843137,0.57843137,0.57843137,0.57843137,0.57843137,0.57843137,0.57843137,0.57843137,0.57843137,0.57843137,0.57843137,0.57843137,0.57843137
SMK_CAN_187,0.50267380,0.50641711,0.51604278,0.51764706,0.51550802,0.52085561,0.52139037,0.52406417,0.52192513,0.52406417,0.52139037,0.52406417,0.52139037,0.51871658,0.51978610,0.51978610,0.51978610,0.51978610,0.51978610,0.51978610
TOX_171,0.46140351,0.45029240,0.43742690,0.44385965,0.41286550,0.44269006,0.43333333,0.44853801,0.44269006,0.44619883,0.39122807,0.40818713,0.40935673,0.41286550,0.39064327,0.39707602,0.39005848,0.38538012,0.40292398,0.39707602
Yale,0.34787879,0.34909091,0.34545455,0.34060606,0.33212121,0.34545455,0.32000000,0.34727273,0.34909091,0.36303030,0.34969697,0.33333333,0.33757576,0.33696970,0.34363636,0.33696970,0.34545455,0.36242424,0.33272727,0.34242424
arcene,0.56550000,0.56000000,0.55900000,0.55950000,0.55950000,0.55850000,0.55850000,0.57700000,0.59500000,0.59250000,0.59850000,0.59100000,0.60750000,0.60900000,0.59850000,0.60750000,0.61050000,0.61450000,0.61150000,0.61400000
colon,0.72258065,0.63064516,0.59677419,0.58387097,0.57419355,0.57419355,0.57580645,0.56129032,0.57419355,0.57258065,0.56290323,0.56451613,0.56612903,0.56290323,0.56290323,0.56935484,0.55967742,0.56451613,0.55967742,0.54838710
gisette,0.51297143,0.51880000,0.51865714,0.52022857,0.51712857,0.56037143,0.52935714,0.61290000,0.60384286,0.62035714,0.54335714,0.55025714,0.52045714,0.51710000,0.50597143,0.50327143,0.52564286,0.54131429,0.55702857,0.57602857
leukemia,0.86666667,0.83472222,0.87500000,0.89583333,0.88055556,0.88055556,0.92500000,0.93194444,0.89166667,0.86944444,0.89722222,0.85277778,0.84444444,0.81666667,0.78472222,0.78472222,0.78055556,0.76805556,0.77361111,0.80694444
lung,0.68669951,0.67241379,0.67832512,0.69950739,0.67931034,0.68620690,0.70640394,0.67241379,0.68620690,0.74778325,0.72216749,0.70689655,0.70000000,0.68472906,0.69408867,0.71921182,0.70935961,0.69014778,0.69605911,0.68275862
lung_discrete,0.43013699,0.44657534,0.46438356,0.54657534,0.53835616,0.53835616,0.53013699,0.50684932,0.59863014,0.58767123,0.59726027,0.57397260,0.60684932,0.59726027,0.63013699,0.61369863,0.62876712,0.62602740,0.63013699,0.66849315
madelon,0.50346154,0.50184615,0.50100000,0.50065385,0.50053846,0.50038462,0.50053846,0.50080769,0.50088462,0.50061538,0.50211538,0.50257692,0.50157692,0.50088462,0.50534615,0.50907692,0.50811538,0.50988462,0.50792308,0.50846154
orlraws10P,0.70700000,0.72000000,0.74200000,0.75000000,0.73600000,0.71900000,0.73400000,0.70800000,0.73500000,0.76800000,0.76300000,0.77200000,0.75400000,0.77500000,0.77700000,0.76100000,0.75200000,0.75800000,0.76800000,0.76800000
pixraw10P,0.69600000,0.77600000,0.85000000,0.80800000,0.84900000,0.85400000,0.82200000,0.84600000,0.83500000,0.82300000,0.82500000,0.81200000,0.78100000,0.80100000,0.82200000,0.82500000,0.83500000,0.84000000,0.84200000,0.84200000
warpAR10P,0.24153846,0.25923077,0.24230769,0.22769231,0.23153846,0.23461538,0.26076923,0.28000000,0.27230769,0.27615385,0.27692308,0.33000000,0.29076923,0.28615385,0.25769231,0.28000000,0.27923077,0.29000000,0.28846154,0.28384615
warpPIE10P,0.24571429,0.25904762,0.26380952,0.25428571,0.24809524,0.23809524,0.24523810,0.25857143,0.25428571,0.24333333,0.24523810,0.25333333,0.26095238,0.25619048,0.25666667,0.26285714,0.26333333,0.26428571,0.25523810,0.26000000
