Method,1000,1500,2000,2500,3000,3500,4000,4500,5000,5500,6000,6500,7000,7500,8000,8500,9000,9500,10000,10500,11000,11500,12000,12500,13000,13500,14000,14500,15000,15500,16000,16500,17000,17500,18000,18500,19000,19500,20000
Variance,0.0006389617919921875,0.000545501708984375,0.0009496212005615234,0.0009458065032958984,0.0009622573852539062,0.0012667179107666016,0.0015630722045898438,0.0013840198516845703,0.0015950202941894531,0.0026311874389648438,0.002574920654296875,0.0029938220977783203,0.0035288333892822266,0.00299072265625,0.0033736228942871094,0.003528594970703125,0.0039365291595458984,0.004225492477416992,0.004384517669677734,0.004785776138305664,0.005934953689575195,0.005921363830566406,0.006235837936401367,0.006888628005981445,0.005793333053588867,0.0068035125732421875,0.00577998161315918,0.005740642547607422,0.005994319915771484,0.007737636566162109,0.006363868713378906,0.006562709808349609,0.0066988468170166016,0.006781101226806641,0.009264469146728516,0.009318351745605469,0.010095596313476562,0.00977778434753418,0.012291193008422852
Correlation,0.0019731521606445312,0.0014514923095703125,0.002256155014038086,0.002436399459838867,0.0026307106018066406,0.0032181739807128906,0.0034704208374023438,0.0038843154907226562,0.004411458969116211,0.005809307098388672,0.006308317184448242,0.0070705413818359375,0.01118016242980957,0.007872819900512695,0.008798360824584961,0.009006738662719727,0.00991964340209961,0.010579824447631836,0.010447263717651367,0.012001752853393555,0.011515378952026367,0.013608932495117188,0.014179468154907227,0.013091325759887695,0.014663457870483398,0.01562356948852539,0.014828681945800781,0.014962434768676758,0.015231847763061523,0.01806044578552246,0.01660466194152832,0.016830921173095703,0.01727771759033203,0.017816781997680664,0.02108931541442871,0.021470308303833008,0.01820993423461914,0.02233600616455078,0.026274919509887695
Laplacian,4.857964277267456,0.22062349319458008,3.126641035079956,1.472275972366333,1.661247730255127,2.524130344390869,3.1435117721557617,4.043606281280518,4.458966970443726,5.630774974822998,5.069660186767578,7.559977293014526,7.321320533752441,12.918489217758179,11.600873231887817,16.53413701057434,12.367752313613892,18.83916425704956,14.087814092636108,23.09138584136963,25.654770135879517,27.469157218933105,30.441813468933105,33.24518823623657,35.718241453170776,37.04408597946167,39.76825976371765,42.18596863746643,44.994479179382324,46.809815883636475,50.79874086380005,54.253387212753296,55.494370460510254,61.0698459148407,62.6578254699707,63.30908823013306,68.8797013759613,70.78081917762756,73.83123278617859
Random,4.935264587402344e-05,5.7220458984375e-05,0.00018596649169921875,7.033348083496094e-05,0.00015664100646972656,5.3882598876953125e-05,8.916854858398438e-05,0.0001251697540283203,0.00015783309936523438,0.00020456314086914062,4.9114227294921875e-05,5.626678466796875e-05,0.00021004676818847656,0.00022149085998535156,9.5367431640625e-05,0.0002467632293701172,6.198883056640625e-05,9.107589721679688e-05,7.867813110351562e-05,0.00021839141845703125,6.842613220214844e-05,0.00021266937255859375,0.0006079673767089844,9.965896606445312e-05,0.00023889541625976562,6.031990051269531e-05,6.771087646484375e-05,6.723403930664062e-05,0.0002009868621826172,0.0002143383026123047,0.00021648406982421875,0.00019741058349609375,0.00010466575622558594,0.00019884109497070312,6.175041198730469e-05,0.00026297569274902344,7.295608520507812e-05,6.270408630371094e-05,0.0002028942108154297
VCSDFS,0.0043087005615234375,0.005102396011352539,0.005999326705932617,0.006122112274169922,0.00661778450012207,0.0074880123138427734,0.008049964904785156,0.009260177612304688,0.009670495986938477,0.01052713394165039,0.01062154769897461,0.011369943618774414,0.011590242385864258,0.03125596046447754,0.01361083984375,0.014461040496826172,0.014328956604003906,0.01564955711364746,0.015262365341186523,0.01754474639892578,0.016493558883666992,0.017815828323364258,0.035625457763671875,0.051476240158081055,0.020005464553833008,0.02015233039855957,0.020296573638916016,0.021099328994750977,0.022746562957763672,0.0232241153717041,0.03266119956970215,0.02422475814819336,0.023719072341918945,0.027891874313354492,0.026488065719604492,0.027808666229248047,0.02612590789794922,0.02767038345336914,0.03421139717102051
LIDFS,0.032996416091918945,0.0418851375579834,0.054551124572753906,0.06406736373901367,0.1335737705230713,0.08221125602722168,0.09277534484863281,0.10605573654174805,0.11794328689575195,0.12489795684814453,0.13433337211608887,0.13611578941345215,0.14690399169921875,0.15772533416748047,0.15955376625061035,0.17422914505004883,0.1755080223083496,0.1820235252380371,0.19309616088867188,0.20562481880187988,0.2116999626159668,0.2284071445465088,0.25377392768859863,0.25620055198669434,0.2561788558959961,0.2690873146057129,0.25861287117004395,0.2628910541534424,0.28199124336242676,0.28127074241638184,0.29010605812072754,0.29709434509277344,0.3036329746246338,0.30586814880371094,0.3258795738220215,0.3317852020263672,0.3302340507507324,0.3503262996673584,0.36086249351501465
SOGFS,41.77439904212952,56.24733543395996,123.77867937088013,274.5820779800415,504.0820028781891,496.335741519928,724.7181460857391,1083.5022156238556,1302.9832866191864,1805.1354534626007,2861.0441575050354,2682.776218891144,4748.651514291763,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
LLSRFS,29.232410192489624,65.46303629875183,142.16584849357605,184.95574307441711,254.4378809928894,1389.0283341407776,754.9696872234344,922.0224645137787,4025.6016993522644,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
SCFS,0.2756025791168213,0.6174993515014648,0.7529458999633789,1.2283473014831543,2.132239580154419,3.7105205059051514,3.2955853939056396,4.752606391906738,6.189894199371338,7.347356081008911,8.692108631134033,8.77287745475769,11.343824863433838,14.152745962142944,14.81066632270813,15.567983150482178,17.334868907928467,19.151038646697998,21.693493843078613,23.959104537963867,26.36401081085205,29.379859685897827,32.653287172317505,35.52551531791687,38.36153292655945,40.526326417922974,44.666842460632324,53.31093978881836,53.65095543861389,56.665507555007935,68.40477585792542,65.36765480041504,70.41140174865723,77.83470416069031,81.98667907714844,86.25459742546082,93.42117476463318,99.051198720932,105.99471855163574
